,t,channel,roi_name,mean,cell_count
338,56,0,roi_air,84.93506,1
339,56,1,roi_bac,68.06724,1
340,56,1,roi_dic,70.93601,1488
341,56,1,roi_air,68.28043,0
342,57,0,roi_bac,83.353966,2955
343,57,0,roi_dic,87.5992,4896
344,57,0,roi_air,84.85015,1
345,57,1,roi_bac,68.058075,1
346,57,1,roi_dic,70.92989,1300
347,57,1,roi_air,68.29847,0
348,58,0,roi_bac,83.29728,2952
349,58,0,roi_dic,87.54324,4936
350,58,0,roi_air,84.8039,1
351,58,1,roi_bac,68.06341,1
352,58,1,roi_dic,70.98827,1327
353,58,1,roi_air,68.28034,0
354,59,0,roi_bac,83.31629,2897
355,59,0,roi_dic,87.542915,4926
356,59,0,roi_air,84.77175,1
357,59,1,roi_bac,68.06289,1
358,59,1,roi_dic,70.983574,1169
359,59,1,roi_air,68.304825,0
360,60,0,roi_bac,83.21816,2900
361,60,0,roi_dic,87.42522,4930
362,60,0,roi_air,84.71952,1
363,60,1,roi_bac,68.03562,1
364,60,1,roi_dic,70.94032,1140
365,60,1,roi_air,68.28509,0
366,61,0,roi_bac,83.22384,2926
367,61,0,roi_dic,87.39037,4908
368,61,0,roi_air,84.685425,1
369,61,1,roi_bac,68.042656,1
370,61,1,roi_dic,70.96303,1132
371,61,1,roi_air,68.26568,0
372,62,0,roi_bac,83.1352,2855
373,62,0,roi_dic,87.25788,4856
374,62,0,roi_air,84.59036,1
375,62,1,roi_bac,68.02056,1
376,62,1,roi_dic,70.92879,1067
377,62,1,roi_air,68.25174,0
378,63,0,roi_bac,83.179344,2919
379,63,0,roi_dic,87.286835,4859
380,63,0,roi_air,84.626976,1
381,63,1,roi_bac,68.039764,1
382,63,1,roi_dic,70.9537,1059
383,63,1,roi_air,68.298256,0
384,64,0,roi_bac,83.15156,2862
385,64,0,roi_dic,87.223114,4891
386,64,0,roi_air,84.57294,1
387,64,1,roi_bac,68.0469,1
388,64,1,roi_dic,70.934975,1048
389,64,1,roi_air,68.29042,0
390,65,0,roi_bac,83.08164,2846
391,65,0,roi_dic,87.13836,4842
392,65,0,roi_air,84.49704,1
393,65,1,roi_bac,68.02942,1
394,65,1,roi_dic,70.89116,1076
395,65,1,roi_air,68.28367,0
396,66,0,roi_bac,83.022156,2812
397,66,0,roi_dic,87.02663,4885
398,66,0,roi_air,84.46295,1
399,66,1,roi_bac,68.036804,1
400,66,1,roi_dic,70.936844,1074
401,66,1,roi_air,68.262726,0
402,67,0,roi_bac,82.925385,2811
403,67,0,roi_dic,86.93349,4869
404,67,0,roi_air,84.30386,1
405,67,1,roi_bac,68.023575,1
406,67,1,roi_dic,70.86505,964
407,67,1,roi_air,68.24585,0
408,68,0,roi_bac,83.00794,2813
409,68,0,roi_dic,86.985695,4839
410,68,0,roi_air,84.35818,1
411,68,1,roi_bac,68.04231,1
412,68,1,roi_dic,70.90711,919
413,68,1,roi_air,68.30862,0
414,69,0,roi_bac,82.95325,2775
415,69,0,roi_dic,86.882706,4745
416,69,0,roi_air,84.3214,1
417,69,1,roi_bac,68.02643,1
418,69,1,roi_dic,70.891136,842
419,69,1,roi_air,68.26824,0
420,70,0,roi_bac,82.96319,2773
421,70,0,roi_dic,86.909454,4756
422,70,0,roi_air,84.30604,1
423,70,1,roi_bac,68.03658,1
424,70,1,roi_dic,70.90898,804
425,70,1,roi_air,68.25404,0
426,71,0,roi_bac,82.95814,2781
427,71,0,roi_dic,86.85428,4692
428,71,0,roi_air,84.3108,1
429,71,1,roi_bac,68.02797,1
430,71,1,roi_dic,70.88555,775
431,71,1,roi_air,68.24909,0
432,72,0,roi_bac,82.8926,2770
433,72,0,roi_dic,86.77554,4686
434,72,0,roi_air,84.242836,1
435,72,1,roi_bac,68.01971,1
436,72,1,roi_dic,70.8138,697
437,72,1,roi_air,68.25357,0
438,73,0,roi_bac,82.90039,2761
439,73,0,roi_dic,86.74352,4665
440,73,0,roi_air,84.24132,1
441,73,1,roi_bac,68.03851,1
442,73,1,roi_dic,70.82674,714
443,73,1,roi_air,68.26051,0
444,74,0,roi_bac,82.84922,2762
445,74,0,roi_dic,86.682556,4682
446,74,0,roi_air,84.209595,1
447,74,1,roi_bac,68.047676,1
448,74,1,roi_dic,70.79849,650
449,74,1,roi_air,68.267815,0
450,75,0,roi_bac,82.88426,2724
451,75,0,roi_dic,86.6598,4595
452,75,0,roi_air,84.20537,1
453,75,1,roi_bac,68.04918,1
454,75,1,roi_dic,70.78461,664
455,75,1,roi_air,68.31323,0
456,76,0,roi_bac,82.83052,2687
457,76,0,roi_dic,86.606415,4484
458,76,0,roi_air,84.112,1
459,76,1,roi_bac,68.0389,1
460,76,1,roi_dic,70.76337,632
461,76,1,roi_air,68.28582,0
462,77,0,roi_bac,82.74919,2667
463,77,0,roi_dic,86.43996,4356
464,77,0,roi_air,84.05185,1
465,77,1,roi_bac,68.0281,1
466,77,1,roi_dic,70.7457,623
467,77,1,roi_air,68.23923,0
468,78,0,roi_bac,82.7917,2709
469,78,0,roi_dic,86.474655,4342
470,78,0,roi_air,84.07106,1
471,78,1,roi_bac,68.041695,1
472,78,1,roi_dic,70.76416,624
473,78,1,roi_air,68.29054,0
474,79,0,roi_bac,82.77678,2699
475,79,0,roi_dic,86.4458,4302
476,79,0,roi_air,84.11546,1
477,79,1,roi_bac,68.042564,1
478,79,1,roi_dic,70.744095,612
479,79,1,roi_air,68.299934,0
480,80,0,roi_bac,82.78558,2651
481,80,0,roi_dic,86.4383,4299
482,80,0,roi_air,84.04877,1
483,80,1,roi_bac,68.04373,1
484,80,1,roi_dic,70.76765,635
485,80,1,roi_air,68.29011,0
486,81,0,roi_bac,82.72023,2642
487,81,0,roi_dic,86.323364,4198
488,81,0,roi_air,83.976074,1
489,81,1,roi_bac,68.02753,1
490,81,1,roi_dic,70.77468,657
491,81,1,roi_air,68.26574,0
492,82,0,roi_bac,82.66961,2636
493,82,0,roi_dic,86.23907,4230
494,82,0,roi_air,83.9609,1
495,82,1,roi_bac,68.00951,1
496,82,1,roi_dic,70.75123,629
497,82,1,roi_air,68.28786,0
498,83,0,roi_bac,82.627914,2580
499,83,0,roi_dic,86.183784,4109
500,83,0,roi_air,83.88224,1
501,83,1,roi_bac,68.015564,1
502,83,1,roi_dic,70.79656,616
503,83,1,roi_air,68.26818,0
504,84,0,roi_bac,82.62891,2614
505,84,0,roi_dic,86.14745,4079
506,84,0,roi_air,83.93331,1
507,84,1,roi_bac,68.01493,1
508,84,1,roi_dic,70.78233,637
509,84,1,roi_air,68.244316,0
510,85,0,roi_bac,82.69173,2542
511,85,0,roi_dic,86.22871,4074
512,85,0,roi_air,83.97194,1
513,85,1,roi_bac,68.02276,1
514,85,1,roi_dic,70.8067,608
515,85,1,roi_air,68.252785,0
516,86,0,roi_bac,82.6293,2532
517,86,0,roi_dic,86.113464,4040
518,86,0,roi_air,83.88912,1
